declaration	historical_owner	destination_module	code	tier	disposition
NumStability.pascalInverseFormula_apply_of_le	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalInverseMatrix	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalInverseMatrix_finitePSD	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalInverseMatrix_isSymmetricFiniteMatrix	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalLastBasis	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalLastEntryPerturbation	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalLastEntryPerturbation_apply	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalLastEntryPerturbation_mulVec_pascalLastKernel	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalLastKernel	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalLastKernel_last	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalLastKernel_ne_zero	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalLeadingEigenvalueProduct	NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability.Analysis.TestMatrices.Pascal.PascalOscillation	R_PASCAL	reusable	relocated
NumStability.pascalLeadingPlucker	NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability.Analysis.TestMatrices.Pascal.PascalOscillation	R_PASCAL	reusable	relocated
NumStability.pascalLower	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalLowerTranspose_mulVec_injective	NumStability.Algorithms.TestMatrices.Higham28Exact	NumStability.Analysis.TestMatrices.Pascal.Exact	R_PASCAL	reusable	relocated
NumStability.pascalLower_blockTriangular	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalLower_det	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalLower_initial_minor_pos	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	R_PASCAL	reusable	retained
NumStability.pascalLower_isTotallyNonnegative	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalMatrix	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_apply	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_det	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_entry_le_four_pow	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalCondition	S_S04_PASCAL	source	relocated
NumStability.pascalMatrix_eq_intervalMomentMatrix	NumStability.Algorithms.TestMatrices.Higham28Moments	NumStability.Algorithms.TestMatrices.Higham28Moments	S_GIN_FINEXP	source	retained
NumStability.pascalMatrix_eq_lower_mul_transpose	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_isStrictlyTotallyPositive	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	R_PASCAL	reusable	retained
NumStability.pascalMatrix_isSymPosDef_explicit	NumStability.Algorithms.TestMatrices.Higham28Exact	NumStability.Analysis.TestMatrices.Pascal.Exact	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_isSymmetricFiniteMatrix	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Analysis.TestMatrices.Pascal.PascalSpectral	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_last_last_eq_centralBinom	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalCondition	S_S04_PASCAL	source	relocated
NumStability.pascalMatrix_mulVec_pascalLastKernel	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_mulVec_smallestEigenvector	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalMatrix_mulVec_sortedEigenvector	NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability.Analysis.TestMatrices.Pascal.PascalOscillation	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_mul_signedGram	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_mul_sortedEigenvectorMatrix	NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	R_PASCAL	reusable	retained
NumStability.pascalMatrix_pascalInverseMatrix_isInverse	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalMatrix_quadraticForm	NumStability.Algorithms.TestMatrices.Higham28Moments	NumStability.Algorithms.TestMatrices.Higham28Moments	S_GIN_FINEXP	source	retained
NumStability.pascalMatrix_quadratic_eq_sum_sq	NumStability.Algorithms.TestMatrices.Higham28Exact	NumStability.Analysis.TestMatrices.Pascal.Exact	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_quadratic_pos	NumStability.Algorithms.TestMatrices.Higham28Exact	NumStability.Analysis.TestMatrices.Pascal.Exact	R_PASCAL	reusable	relocated
NumStability.pascalMatrix_transpose	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.pascalMoment_integral	NumStability.Algorithms.TestMatrices.Higham28Moments	NumStability.Algorithms.TestMatrices.Higham28Moments	S_GIN_FINEXP	source	retained
NumStability.pascalOptimalPerturbation_has_nonzero_kernel	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalOptimalPerturbation_is_operator2_minimal	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	S_S04_PASCAL	source	retained
NumStability.pascalOptimalPerturbation_log_rate	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	S_S04_PASCAL	source	retained
NumStability.pascalOptimalSingularizingPerturbation	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalOptimalSingularizingPerturbation_mulVec	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.pascalOscillation2_alternatingCofactor_relation	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationBoolToSign	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationBoolToSign_alternating_subsequence	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationBoolToSign_checker	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationBoolToSign_mul_nonneg_of_completion	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationBoolToSign_mul_pos_of_completion	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationBoolToSign_ne	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationBoolToSign_not	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationCheckerBool	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationCheckerBool_count_add	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationCheckerBool_isSignCompletion	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationCheckerBool_succ	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationCheckerBool_zero	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationCheckerVector	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationComplementRows	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationComplementRows_mem_compl	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationComplementRows_strictMono	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationFRange	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationFRange_card	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationFRange_compl_card	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationFRange_orderEmb_eq	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationInsertedPosition	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationInsertedRows	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationInsertedRowsOrder	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationInsertedRowsOrder_position	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationInsertedRowsOrder_succAbove_position	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationInsertedRows_card	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationIsSignCompletion_of_boolToSign_mul_nonneg	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingCofactor	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingCofactorVector	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingCofactorVector_complement_zero	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingCofactorVector_eq_det_cons	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingCofactorVector_orthogonal_trailing	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingCofactorVector_sign	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingColumn	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationLeadingColumn_ne_trailingColumn	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalAdjacentAlternateEmbedding	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalAdjacentAlternatePowerset	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalAdjacentAlternatePowerset_ne_initial	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalAdjacentAlternateProduct_eq_of_eq	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalEigenvalueSubsetProduct	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalEigenvalueSubsetProduct_le_leading	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalSortedPlucker	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationPascalSortedPlucker_ne_zero	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillationTrailingColumn	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillationTrailingMinor_ne_zero	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillation_alternatingCofactor_relation	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	R_PASCAL	reusable	relocated
NumStability.pascalOscillation_checkerTrailing_local_orientation	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillation_complement_position_parity	NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	R_PASCAL	reusable	relocated
NumStability.pascalOscillation_compoundMatrix_pascal_mul_sortedEigenvectorMatrix	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	R_PASCAL	reusable	retained
