declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.flFhtButterfly	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtButterfly	406
NumStability.flFhtButterfly_add_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtButterfly_add_error_bound	418
NumStability.flFhtButterfly_add_error_bound_of_input_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtButterfly_add_error_bound_of_input_error	668
NumStability.flFhtButterfly_fst	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtButterfly_fst	412
NumStability.flFhtButterfly_snd	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtButterfly_snd	415
NumStability.flFhtButterfly_sub_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtButterfly_sub_error_bound	438
NumStability.flFhtButterfly_sub_error_bound_of_input_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtButterfly_sub_error_bound_of_input_error	717
NumStability.flFhtPairSchedule	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairSchedule	1478
NumStability.flFhtPairScheduleModifiedStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredAddZeroRight	1739
NumStability.flFhtPairScheduleModifiedStoredAddZeroRight_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredAddZeroRight_apply_of_forall_not_mem	3125
NumStability.flFhtPairScheduleModifiedStoredAddZeroRight_commute_update_of_forall	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredAddZeroRight_commute_update_of_forall	2091
NumStability.flFhtPairScheduleModifiedStoredAddZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredAddZeroRight_propagated_error_bound	1777
NumStability.flFhtPairScheduleModifiedStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredMulOne	1811
NumStability.flFhtPairScheduleModifiedStoredMulOne_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredMulOne_apply_of_forall_not_mem	3157
NumStability.flFhtPairScheduleModifiedStoredMulOne_commute_update_of_forall	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredMulOne_commute_update_of_forall	2148
NumStability.flFhtPairScheduleModifiedStoredMulOne_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredMulOne_propagated_error_bound	1849
NumStability.flFhtPairScheduleModifiedStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredSubZeroRight	1884
NumStability.flFhtPairScheduleModifiedStoredSubZeroRight_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredSubZeroRight_apply_of_forall_not_mem	3188
NumStability.flFhtPairScheduleModifiedStoredSubZeroRight_commute_update_of_forall	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredSubZeroRight_commute_update_of_forall	2204
NumStability.flFhtPairScheduleModifiedStoredSubZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleModifiedStoredSubZeroRight_propagated_error_bound	1922
NumStability.flFhtPairScheduleStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleStoredAddZeroRight	1535
NumStability.flFhtPairScheduleStoredAddZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleStoredAddZeroRight_propagated_error_bound	1571
NumStability.flFhtPairScheduleStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleStoredMulOne	1602
NumStability.flFhtPairScheduleStoredMulOne_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleStoredMulOne_propagated_error_bound	1639
NumStability.flFhtPairScheduleStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleStoredSubZeroRight	1670
NumStability.flFhtPairScheduleStoredSubZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairScheduleStoredSubZeroRight_propagated_error_bound	1707
NumStability.flFhtPairSchedule_append	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairSchedule_append	2016
NumStability.flFhtPairSchedule_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairSchedule_apply_of_forall_not_mem	3101
NumStability.flFhtPairSchedule_commute_update_of_forall	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairSchedule_commute_update_of_forall	2044
NumStability.flFhtPairSchedule_flatMap_sylvesterStagePairs	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairSchedule_flatMap_sylvesterStagePairs	4838
NumStability.flFhtPairSchedule_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairSchedule_propagated_error_bound	1509
NumStability.flFhtPairUpdate	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdate	557
NumStability.flFhtPairUpdateModifiedStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredAddZeroRight	1047
NumStability.flFhtPairUpdateModifiedStoredAddZeroRight_commute_of_disjoint	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredAddZeroRight_commute_of_disjoint	1364
NumStability.flFhtPairUpdateModifiedStoredAddZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredAddZeroRight_propagated_error_bound	1092
NumStability.flFhtPairUpdateModifiedStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredMulOne	1152
NumStability.flFhtPairUpdateModifiedStoredMulOne_commute_of_disjoint	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredMulOne_commute_of_disjoint	1400
NumStability.flFhtPairUpdateModifiedStoredMulOne_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredMulOne_propagated_error_bound	1198
NumStability.flFhtPairUpdateModifiedStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredSubZeroRight	1258
NumStability.flFhtPairUpdateModifiedStoredSubZeroRight_commute_of_disjoint	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredSubZeroRight_commute_of_disjoint	1435
NumStability.flFhtPairUpdateModifiedStoredSubZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateModifiedStoredSubZeroRight_propagated_error_bound	1304
NumStability.flFhtPairUpdateStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateStoredAddZeroRight	822
NumStability.flFhtPairUpdateStoredAddZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateStoredAddZeroRight_propagated_error_bound	853
NumStability.flFhtPairUpdateStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateStoredMulOne	901
NumStability.flFhtPairUpdateStoredMulOne_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateStoredMulOne_propagated_error_bound	927
NumStability.flFhtPairUpdateStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateStoredSubZeroRight	974
NumStability.flFhtPairUpdateStoredSubZeroRight_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdateStoredSubZeroRight_propagated_error_bound	1000
NumStability.flFhtPairUpdate_commute_of_disjoint	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdate_commute_of_disjoint	571
NumStability.flFhtPairUpdate_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdate_error_bound	625
NumStability.flFhtPairUpdate_propagated_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtPairUpdate_propagated_error_bound	796
NumStability.flFhtScaledPairSchedule	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairSchedule	4907
NumStability.flFhtScaledPairScheduleMatrix	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrix	5690
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredAddZeroRight	5904
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredAddZeroRight_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredAddZeroRight_error_bound	5938
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredAddZeroRight_sqrtInvNatScale_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredAddZeroRight_sqrtInvNatScale_error_bound	6297
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredMulOne	5961
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredMulOne_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredMulOne_error_bound	5995
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredMulOne_sqrtInvNatScale_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredMulOne_sqrtInvNatScale_error_bound	6339
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredSubZeroRight	6017
NumStability.flFhtScaledPairScheduleMatrixModifiedStoredSubZeroRight_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flFhtScaledPairScheduleMatrixModifiedStoredSubZeroRight_error_bound	6051
